Formula,crystal_system,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B
Ce2O3,Cubic,Ce,Ce,3.3,3.3,19.70198675,19.70198675,2.32,2.32,0.721428571,0.803930531,240.0,185.515584,185.515584,0.962655602,1.34,0.94,1.01,1.12,1.12,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116
CeAcO3,Cubic,Ce,Ac,3.3,3.25,19.70198675,24.35614422,2.32,2.34,0.8,0.740778533,239.999964,185.515584,185.507196,0.928571429,1.24,0.94,1.12,1.12,1.1,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775
CeAgO3,Orthorhombic,Ce,Ag,3.3,2.666666667,19.70198675,22.71762325,2.32,1.51,0.535714286,0.901150037,243.940951,185.515584,189.794791,0.702325581,1.34,0.94,0.75,1.12,1.93,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868
CeAlO3,Trigonal,Ce,Al,3.3,2.383333333,19.70198675,17.17139441,2.32,1.83,0.385714286,0.998697206,240.978391,185.515584,186.698599,0.943298969,1.34,0.94,0.54,1.12,1.61,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
CeAlO3,Cubic,Ce,Al,3.3,2.383333333,19.70198675,17.17139441,2.32,1.83,0.385714286,0.998697206,240.978391,185.515584,186.698599,0.943298969,1.34,0.94,0.54,1.12,1.61,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
CeAlO3,Orthorhombic,Ce,Al,3.3,2.383333333,19.70198675,17.17139441,2.32,1.83,0.385714286,0.998697206,240.978391,185.515584,186.698599,0.943298969,1.34,0.94,0.54,1.12,1.61,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
CeAlO3,Tetragonal,Ce,Al,3.3,2.383333333,19.70198675,17.17139441,2.32,1.83,0.385714286,0.998697206,240.978391,185.515584,186.698599,0.943298969,1.34,0.94,0.54,1.12,1.61,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
CeAsO3,Monoclinic,Ce,As,3.3,1.983333333,19.70198675,20.05150846,2.32,1.26,0.414285714,0.978521505,238.898876,185.515584,184.857116,0.636363636,1.34,0.94,0.58,1.12,2.18,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159
CeAsO3,Orthorhombic,Ce,As,3.3,1.983333333,19.70198675,20.05150846,2.32,1.26,0.414285714,0.978521505,238.898876,185.515584,184.857116,0.636363636,1.34,0.94,0.58,1.12,2.18,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159
CeAuO3,Orthorhombic,Ce,Au,3.3,2.4,19.70198675,24.6013613,2.32,0.9,0.664285714,0.801185366,239.818524,185.515584,185.9271,0.386266094,1.24,0.94,0.93,1.12,2.54,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657
CeBaO3,Orthorhombic,Ce,Ba,3.3,4.216666667,19.70198675,18.39587932,2.32,2.55,0.964285714,0.653109536,239.995239,185.515584,185.414775,0.927272727,1.14,0.94,1.35,1.12,0.89,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33
CeBeO3,Cubic,Ce,Be,3.3,1.866666667,19.70198675,28.69757174,2.32,1.87,0.321428571,0.9708385,215.981775,185.515584,161.685279,1.010810811,1.14,0.94,0.45,1.12,1.57,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183
CeBiO3,Cubic,Ce,Bi,3.3,2.633333333,19.70198675,10.01747609,2.32,1.42,0.735714286,0.797313819,239.9271,185.515584,185.818524,0.58436214,1.34,0.94,1.03,1.12,2.02,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804
CeBO3,Monoclinic,Ce,B,3.3,1.45,19.70198675,43.19352465,2.32,1.4,0.192857143,1.075479775,203.923824,185.515584,149.8236,0.838323353,1.14,0.94,0.27,1.12,2.04,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
CeBO3,Orthorhombic,Ce,B,3.3,1.45,19.70198675,43.19352465,2.32,1.4,0.192857143,1.075479775,203.923824,185.515584,149.8236,0.838323353,1.14,0.94,0.27,1.12,2.04,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
CeBO3,Cubic,Ce,B,3.3,1.45,19.70198675,43.19352465,2.32,1.4,0.192857143,1.075479775,203.923824,185.515584,149.8236,0.838323353,1.14,0.94,0.27,1.12,2.04,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
CeCaO3,Cubic,Ce,Ca,3.3,3.233333333,19.70198675,20.51140545,2.32,2.44,0.714285714,0.748354677,290.998704,185.515584,236.464176,1.016666667,1.14,0.94,1.0,1.12,1.0,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08
CeCdO3,Orthorhombic,Ce,Cd,3.3,2.516666667,19.70198675,10.93119941,2.32,1.75,0.678571429,0.764277117,242.970759,185.515584,188.724375,0.744680851,1.14,0.94,0.95,1.12,1.69,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41
CeCoO3,Orthorhombic,Ce,Co,3.3,2.083333333,19.70198675,32.52391464,2.32,1.56,0.435714286,0.963916707,215.948016,185.515584,161.780976,0.776119403,1.34,0.94,0.61,1.12,1.88,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,125,760,8.86,100.0,9,1768.0,3200.0,96,192,58.93319
CeCrO3,Cubic,Ce,Cr,3.3,2.133333333,19.70198675,40.10301692,2.32,1.78,0.442857143,0.959144842,233.973756,185.515584,179.714844,0.881188119,1.34,0.94,0.62,1.12,1.66,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996
CeCrO3,Orthorhombic,Ce,Cr,3.3,2.133333333,19.70198675,40.10301692,2.32,1.78,0.442857143,0.959144842,233.973756,185.515584,179.714844,0.881188119,1.34,0.94,0.62,1.12,1.66,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996
CeCuO3,Cubic,Ce,Cu,3.3,2.25,19.70198675,24.97737307,2.32,1.54,0.385714286,0.998697206,225.945244,185.515584,171.786556,0.793814433,1.34,0.94,0.54,1.12,1.9,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55
CeCuO3,Orthorhombic,Ce,Cu,3.3,2.25,19.70198675,24.97737307,2.32,1.54,0.385714286,0.998697206,225.945244,185.515584,171.786556,0.793814433,1.34,0.94,0.54,1.12,1.9,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55
CeDyO3,Orthorhombic,Ce,Dy,3.3,3.133333333,19.70198675,30.99705666,2.32,2.22,0.65,0.838732719,239.9991,185.515584,185.556444,0.961038961,1.34,0.94,0.91,1.12,1.22,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5
CeErO3,Orthorhombic,Ce,Er,3.3,3.15,19.70198675,33.14937454,2.32,2.2,0.635714286,0.846057895,239.998704,185.515584,185.5644,0.96069869,1.34,0.94,0.89,1.12,1.24,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26
CeEuO3,Cubic,Ce,Eu,3.3,3.3,19.70198675,20.14348786,2.32,2.24,0.678571429,0.824456417,239.999424,185.515584,185.548416,0.953191489,1.34,0.94,0.95,1.12,1.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964
CeFeO3,Cubic,Ce,Fe,3.3,2.1,19.70198675,33.31493745,2.32,1.61,0.464285714,0.945108576,218.954631,185.515584,164.766711,0.785365854,1.34,0.94,0.65,1.12,1.83,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84
CeFeO3,Orthorhombic,Ce,Fe,3.3,2.1,19.70198675,33.31493745,2.32,1.61,0.464285714,0.945108576,218.954631,185.515584,164.766711,0.785365854,1.34,0.94,0.65,1.12,1.83,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84
CeGaO3,Cubic,Ce,Ga,3.3,2.25,19.70198675,5.572295806,2.32,1.63,0.442857143,0.959144842,241.957151,185.515584,187.760879,0.806930693,1.34,0.94,0.62,1.12,1.81,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723
CeGaO3,Orthorhombic,Ce,Ga,3.3,2.25,19.70198675,5.572295806,2.32,1.63,0.442857143,0.959144842,241.957151,185.515584,187.760879,0.806930693,1.34,0.94,0.62,1.12,1.81,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723
CeGdO3,Cubic,Ce,Gd,3.3,3.216666667,19.70198675,29.17586461,2.32,2.24,0.671428571,0.827979735,239.999424,185.515584,185.548416,0.957264957,1.34,0.94,0.94,1.12,1.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25
CeGeO3,Orthorhombic,Ce,Ge,3.3,2.033333333,19.70198675,22.28476821,2.32,1.43,0.45,0.95441999,239.928711,185.515584,185.815959,0.704433498,1.34,0.94,0.63,1.12,2.01,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63
CeHfO3,Orthorhombic,Ce,Hf,3.3,2.916666667,19.70198675,46.10007358,2.32,2.14,0.507142857,0.91823345,239.997084,185.515584,185.587836,1.014218009,1.34,0.94,0.71,1.12,1.3,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49
CeHgO3,Orthorhombic,Ce,Hg,3.3,2.516666667,19.70198675,4.310522443,2.32,1.44,0.728571429,0.742169927,239.930304,185.515584,185.813376,0.595041322,1.14,0.94,1.02,1.12,2.0,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59
CeHoO3,Orthorhombic,Ce,Ho,3.3,3.166666667,19.70198675,32.13760118,2.32,2.21,0.642857143,0.842379383,239.998911,185.515584,185.560431,0.960869565,1.34,0.94,0.9,1.12,1.23,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033
CeInO3,Orthorhombic,Ce,In,3.3,2.766666667,19.70198675,7.905629139,2.32,1.66,0.571428571,0.880669355,241.960796,185.515584,187.751996,0.754545455,1.34,0.94,0.8,1.12,1.78,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818
CeIrO3,Orthorhombic,Ce,Ir,3.3,2.266666667,19.70198675,50.01839588,2.32,1.24,0.485714286,0.931477202,239.895024,185.515584,185.861616,0.596153846,1.34,0.94,0.68,1.12,2.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22
CeKO3,Orthorhombic,Ce,K,3.3,4.05,19.70198675,6.190765269,2.32,2.62,0.985714286,0.671497087,315.9919,185.515584,261.382204,0.942446043,1.24,0.94,1.38,1.12,0.82,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983
CeLaO3,Cubic,Ce,La,3.3,3.25,19.70198675,21.90949227,2.32,2.34,0.735714286,0.797313819,239.999964,185.515584,185.507196,0.962962963,1.34,0.94,1.03,1.12,1.1,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055
CeLiO3,Orthorhombic,Ce,Li,3.3,2.783333333,19.70198675,8.345290655,2.32,2.46,0.542857143,0.864241621,247.998236,185.515584,193.455356,1.138888889,1.24,0.94,0.76,1.12,0.98,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0
CeLuO3,Orthorhombic,Ce,Lu,3.3,2.9,19.70198675,35.61442237,2.32,2.17,0.614285714,0.857288752,239.997975,185.515584,185.576199,0.960176991,1.34,0.94,0.86,1.12,1.27,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667
CeMgO3,Orthorhombic,Ce,Mg,3.3,2.416666667,19.70198675,16.97939662,2.32,2.13,0.514285714,0.847193974,260.996751,185.515584,206.591679,1.004716981,1.14,0.94,0.72,1.12,1.31,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305
CeMnO3,Cubic,Ce,Mn,3.3,2.116666667,19.70198675,27.94334069,2.32,1.89,0.464285714,0.945108576,222.983359,185.515584,168.678511,0.92195122,1.34,0.94,0.65,1.12,1.55,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804
CeMnO3,Orthorhombic,Ce,Mn,3.3,2.116666667,19.70198675,27.94334069,2.32,1.89,0.464285714,0.945108576,222.983359,185.515584,168.678511,0.92195122,1.34,0.94,0.65,1.12,1.55,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804
CeMoO3,Orthorhombic,Ce,Mo,3.3,2.316666667,19.70198675,53.27446652,2.32,1.28,0.492857143,0.927020373,245.902656,185.515584,191.852544,0.612440191,1.34,0.94,0.69,1.12,2.16,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95
CeNaO3,Cubic,Ce,Na,3.3,3.166666667,19.70198675,6.823951435,2.32,2.51,0.728571429,0.771389216,285.996751,185.515584,231.432991,1.037190083,1.24,0.94,1.02,1.12,0.93,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693
CeNbO3,Orthorhombic,Ce,Nb,3.3,2.433333333,19.70198675,50.58866814,2.32,1.84,0.514285714,0.913902161,244.979264,185.515584,190.695296,0.867924528,1.34,0.94,0.72,1.12,1.6,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637
CeNdO3,Cubic,Ce,Nd,3.3,3.333333333,19.70198675,23.80426784,2.32,2.3,0.7,0.814064109,239.999964,185.515584,185.5239,0.966386555,1.34,0.94,0.98,1.12,1.14,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24
CeNiO3,Cubic,Ce,Ni,3.3,2.066666667,19.70198675,31.78807947,2.32,1.53,0.428571429,0.96873629,217.943831,185.515584,163.789319,0.765,1.34,0.94,0.6,1.12,1.91,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693
CeNiO3,Orthorhombic,Ce,Ni,3.3,2.066666667,19.70198675,31.78807947,2.32,1.53,0.428571429,0.96873629,217.943831,185.515584,163.789319,0.765,1.34,0.94,0.6,1.12,1.91,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693
CeNpO3,Cubic,Ce,Np,3.3,2.916666667,19.70198675,16.86902134,2.32,2.08,0.614285714,0.826000842,239.994816,185.515584,185.610624,0.920353982,1.24,0.94,0.86,1.12,1.36,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172
CeOsO3,Orthorhombic,Ce,Os,3.3,2.283333333,19.70198675,60.81677704,2.32,1.24,0.407142857,0.947594874,239.895024,185.515584,185.861616,0.629441624,1.24,0.94,0.57,1.12,2.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2
CePaO3,Cubic,Ce,Pa,3.3,3.0,19.70198675,33.94039735,2.32,1.94,0.65,0.808122036,239.987004,185.515584,185.661276,0.83982684,1.24,0.94,0.91,1.12,1.5,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588
CePbO3,Orthorhombic,Ce,Pb,3.3,2.916666667,19.70198675,11.04874908,2.32,1.11,0.557142857,0.88874889,239.868231,185.515584,185.889111,0.509174312,1.34,0.94,0.78,1.12,2.33,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0
CePbO3,Cubic,Ce,Pb,3.3,2.916666667,19.70198675,11.04874908,2.32,1.11,0.557142857,0.88874889,239.868231,185.515584,185.889111,0.509174312,1.34,0.94,0.78,1.12,2.33,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0
CePdO3,Orthorhombic,Ce,Pd,3.3,2.283333333,19.70198675,33.6285872,2.32,1.24,0.614285714,0.794712931,244.895024,185.515584,190.861616,0.548672566,1.14,0.94,0.86,1.12,2.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42
CePmO3,Cubic,Ce,Pm,3.3,3.35,19.70198675,24.19058131,2.32,2.31,0.692857143,0.78766325,239.999991,185.515584,185.519751,0.974683544,1.24,0.94,0.97,1.12,1.13,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276
CePrO3,Cubic,Ce,Pr,3.3,3.333333333,19.70198675,22.1486387,2.32,2.31,0.707142857,0.810657983,239.999991,185.515584,185.519751,0.966527197,1.34,0.94,0.99,1.12,1.13,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766
CePtO3,Orthorhombic,Ce,Pt,3.3,2.316666667,19.70198675,37.55610743,2.32,1.16,0.478571429,0.901817344,239.878896,185.515584,185.878896,0.560386473,1.24,0.94,0.67,1.12,2.28,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08
CePuO3,Cubic,Ce,Pu,3.3,2.916666667,19.70198675,16.79543782,2.32,2.16,0.592857143,0.837112961,239.997696,185.515584,185.580096,0.968609865,1.24,0.94,0.83,1.12,1.28,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642
CeRbO3,Orthorhombic,Ce,Rb,3.3,5.05,19.70198675,5.747976453,2.32,2.62,1.085714286,0.639302021,236.9919,185.515584,182.382204,0.897260274,1.24,0.94,1.52,1.12,0.82,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468
CeReO3,Orthorhombic,Ce,Re,3.3,2.283333333,19.70198675,63.63134658,2.32,1.54,0.45,0.95441999,239.945244,185.515584,185.786556,0.75862069,1.34,0.94,0.63,1.12,1.9,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207
CeRhO3,Orthorhombic,Ce,Rh,3.3,2.25,19.70198675,41.15158205,2.32,1.16,0.478571429,0.935977092,244.878896,185.515584,190.878896,0.560386473,1.34,0.94,0.67,1.12,2.28,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055
CeRuO3,Orthorhombic,Ce,Ru,3.3,2.266666667,19.70198675,47.9580574,2.32,1.24,0.485714286,0.931477202,245.895024,185.515584,191.861616,0.596153846,1.34,0.94,0.68,1.12,2.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1
CeSbO3,Cubic,Ce,Sb,3.3,2.316666667,19.70198675,16.62582781,2.32,1.39,0.542857143,0.896978047,239.922159,185.515584,185.826111,0.643518519,1.34,0.94,0.76,1.12,2.05,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76
CeScO3,Orthorhombic,Ce,Sc,3.3,2.7,19.70198675,33.37012509,2.32,2.08,0.535714286,0.901150037,267.994816,185.515584,213.610624,0.96744186,1.34,0.94,0.75,1.12,1.36,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591
CeSiO3,Tetragonal,Ce,Si,3.3,1.966666667,19.70198675,31.03384842,2.32,1.54,0.285714286,0.997806236,230.945244,185.515584,176.786556,0.855555556,1.14,0.94,0.4,1.12,1.9,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,118,787,2.3296,140.0,4,1687.0,3538.0,111,210,28.085
CeSmO3,Cubic,Ce,Sm,3.3,3.333333333,19.70198675,24.77924945,2.32,2.27,0.685714286,0.820962958,239.999775,185.515584,185.536239,0.961864407,1.34,0.94,0.96,1.12,1.17,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4
CeSnO3,Orthorhombic,Ce,Sn,3.3,2.35,19.70198675,9.291390728,2.32,1.48,0.492857143,0.927020373,240.936496,185.515584,186.802864,0.708133971,1.34,0.94,0.69,1.12,1.96,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71
CeSrO3,Cubic,Ce,Sr,3.3,4.15,19.70198675,19.31567329,2.32,2.49,0.842857143,0.696143885,240.997399,185.515584,186.441991,0.965116279,1.14,0.94,1.18,1.12,0.95,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62
CeTaO3,Cubic,Ce,Ta,3.3,2.433333333,19.70198675,60.52244297,2.32,1.94,0.514285714,0.913902161,239.987004,185.515584,185.661276,0.91509434,1.34,0.94,0.72,1.12,1.5,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479
CeTaO3,Orthorhombic,Ce,Ta,3.3,2.433333333,19.70198675,60.52244297,2.32,1.94,0.514285714,0.913902161,239.987004,185.515584,185.661276,0.91509434,1.34,0.94,0.72,1.12,1.5,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479
CeTbO3,Cubic,Ce,Tb,3.3,3.2,19.70198675,29.96688742,2.32,2.24,0.657142857,0.835117492,239.999424,185.515584,185.548416,0.965517241,1.34,0.94,0.92,1.12,1.2,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,192,566,8.229,400.0,5,1629.0,3503.0,120,221,158.92535
CeTcO3,Orthorhombic,Ce,Tc,3.3,2.283333333,19.70198675,44.70198675,2.32,1.54,0.428571429,0.933380951,245.945244,185.515584,191.786556,0.77,1.24,0.94,0.6,1.12,1.9,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,137,702,11.5,7.7,7,2430.0,4538.0,126,209,96.90636
CeTeO3,Cubic,Ce,Te,3.3,2.216666667,19.70198675,13.29396615,2.32,1.34,0.692857143,0.817498979,239.913564,185.515584,185.838396,0.565400844,1.34,0.94,0.97,1.12,2.1,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6
CeThO3,Cubic,Ce,Th,3.3,3.0,19.70198675,37.21486387,2.32,2.14,0.671428571,0.827979735,239.997084,185.515584,185.587836,0.914529915,1.34,0.94,0.94,1.12,1.3,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038
CeTiO3,Cubic,Ce,Ti,3.3,2.333333333,19.70198675,35.70640177,2.32,1.9,0.478571429,0.935977092,255.984124,185.515584,201.6751,0.917874396,1.34,0.94,0.67,1.12,1.54,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867
CeTiO3,Orthorhombic,Ce,Ti,3.3,2.333333333,19.70198675,35.70640177,2.32,1.9,0.478571429,0.935977092,255.984124,185.515584,201.6751,0.917874396,1.34,0.94,0.67,1.12,1.54,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867
CeTlO3,Orthorhombic,Ce,Tl,3.3,2.833333333,19.70198675,10.61442237,2.32,1.82,0.635714286,0.846057895,239.9775,185.515584,185.701884,0.794759825,1.34,0.94,0.89,1.12,1.62,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383
CeTmO3,Orthorhombic,Ce,Tm,3.3,3.133333333,19.70198675,33.44370861,2.32,2.19,0.628571429,0.849768676,239.998479,185.515584,185.568351,0.960526316,1.34,0.94,0.88,1.12,1.25,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422
CeUO3,Cubic,Ce,U,3.3,2.916666667,19.70198675,25.90139809,2.32,2.06,0.635714286,0.846057895,239.993916,185.515584,185.618076,0.899563319,1.34,0.94,0.89,1.12,1.38,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289
CeVO3,Cubic,Ce,V,3.3,2.233333333,19.70198675,40.15820456,2.32,1.81,0.457142857,0.949741461,244.976591,185.515584,190.705151,0.887254902,1.34,0.94,0.64,1.12,1.63,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415
